gen_str,cif,model_name,spacegroup_number,relaxed_energy,relaxed_cif,e_above_hull,actual_spacegroup,is_unique0.1,is_novel0.1,sun_0.1
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
Zn2Te1
Spacegroup: P1
abc: 4.16 4.16 5.26
angles: 109.23 109.23 91.51
Sites (3)
Zn 0.765 0.150 0.272 1a
Zn 0.235 0.849 0.729 1a
Te 0.502 0.496 0.501 1a","# generated using pymatgen
data_Zn2Te
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.16000000
_cell_length_b   4.16000000
_cell_length_c   5.26000000
_cell_angle_alpha   109.23000000
_cell_angle_beta   109.23000000
_cell_angle_gamma   91.51000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Zn2Te
_chemical_formula_sum   'Zn2 Te1'
_cell_volume   80.21946744
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Te  Te0  1  0.50200000  0.49600000  0.50100000  1
  Zn  Zn1  1  0.76500000  0.15000000  0.27200000  1
  Zn  Zn2  1  0.23500000  0.84900000  0.72900000  1
",7b,1,,,,,,,
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
U1Al2
Spacegroup: P1
abc: 4.26 4.26 4.26
angles: 89.79 73.36 73.32
Sites (3)
U 0.010 0.996 0.001 1a
Al 0.518 0.217 0.444 1a
Al 0.500 0.748 0.502 1a","# generated using pymatgen
data_UAl2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.26000000
_cell_length_b   4.26000000
_cell_length_c   4.26000000
_cell_angle_alpha   89.79000000
_cell_angle_beta   73.36000000
_cell_angle_gamma   73.32000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   UAl2
_chemical_formula_sum   'U1 Al2'
_cell_volume   70.69440673
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.51800000  0.21700000  0.44400000  1
  Al  Al1  1  0.50000000  0.74800000  0.50200000  1
  U  U2  1  0.01000000  0.99600000  0.00100000  1
",7b,1,-19.150341033935547,"# generated using pymatgen
data_UAl2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.72628279
_cell_length_b   4.73509674
_cell_length_c   2.92251254
_cell_angle_alpha   89.88938388
_cell_angle_beta   89.59065618
_cell_angle_gamma   60.19811733
_symmetry_Int_Tables_number   1
_chemical_formula_structural   UAl2
_chemical_formula_sum   'U1 Al2'
_cell_volume   56.75279902
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  U  U0  1  0.00880886  0.98755154  -0.01828434  1
  Al  Al1  1  0.34197109  0.32081354  0.48488670  1
  Al  Al2  1  0.67666111  0.65367627  0.47936626  1
",0.0764539945214837,12.0,True,True,True
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
Ce2
Spacegroup: P1
abc: 4.01 4.01 4.01
angles: 90.00 99.44 99.44
Sites (2)
Ce 0.517 0.503 0.000 1a
Ce 0.494 0.001 0.506 1a","# generated using pymatgen
data_Ce
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.01000000
_cell_length_b   4.01000000
_cell_length_c   4.01000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   99.44000000
_cell_angle_gamma   99.44000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ce
_chemical_formula_sum   Ce2
_cell_volume   62.72262354
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ce  Ce0  1  0.51700000  0.50300000  -0.00000000  1
  Ce  Ce1  1  0.49400000  0.00100000  0.50600000  1
",7b,1,-11.541488647460938,"# generated using pymatgen
data_Ce
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.04033634
_cell_length_b   4.33634071
_cell_length_c   4.33682827
_cell_angle_alpha   90.54630665
_cell_angle_beta   110.72930798
_cell_angle_gamma   110.70781289
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ce
_chemical_formula_sum   Ce2
_cell_volume   49.42390748
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ce  Ce0  1  0.51562923  0.50392444  0.00417322  1
  Ce  Ce1  1  0.49538604  0.00095834  0.50102042  1
",0.1623448312695314,12.0,,,
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
Tm4Cu4Ge4
Spacegroup: Cm
abc: 7.15 4.20 7.17
angles: 90.00 90.08 90.00
Sites (12)
Tm 0.492 0.000 0.497 2a
Tm 0.504 0.000 0.012 2a
Cu 0.871 0.000 0.215 2a
Cu 0.859 0.000 0.790 2a
Ge 0.135 0.000 0.797 2a
Ge 0.124 0.000 0.181 2a","# generated using pymatgen
data_TmCuGe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.15000000
_cell_length_b   4.20000000
_cell_length_c   7.17000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.08000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TmCuGe
_chemical_formula_sum   'Tm4 Cu4 Ge4'
_cell_volume   215.31489012
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cu  Cu0  1  0.87100000  0.00000000  0.21500000  1
  Cu  Cu1  1  0.37100000  0.50000000  0.21500000  1
  Cu  Cu2  1  0.85900000  0.00000000  0.79000000  1
  Cu  Cu3  1  0.35900000  0.50000000  0.79000000  1
  Ge  Ge4  1  0.13500000  0.00000000  0.79700000  1
  Ge  Ge5  1  0.63500000  0.50000000  0.79700000  1
  Ge  Ge6  1  0.12400000  0.00000000  0.18100000  1
  Ge  Ge7  1  0.62400000  0.50000000  0.18100000  1
  Tm  Tm8  1  0.49200000  0.00000000  0.49700000  1
  Tm  Tm9  1  0.99200000  0.50000000  0.49700000  1
  Tm  Tm10  1  0.50400000  0.00000000  0.01200000  1
  Tm  Tm11  1  0.00400000  0.50000000  0.01200000  1
",7b,1,-60.40016174316406,"# generated using pymatgen
data_TmCuGe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.26573841
_cell_length_b   4.19388346
_cell_length_c   7.24999626
_cell_angle_alpha   90.01633217
_cell_angle_beta   90.07994715
_cell_angle_gamma   90.00031325
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TmCuGe
_chemical_formula_sum   'Tm4 Cu4 Ge4'
_cell_volume   220.91919814
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tm  Tm0  1  0.49729151  0.00006988  0.49881338  1
  Tm  Tm1  1  0.99729157  0.50006928  0.49883112  1
  Tm  Tm2  1  0.49739036  -0.00003177  -0.00139387  1
  Tm  Tm3  1  -0.00260677  0.49997042  -0.00141357  1
  Cu  Cu4  1  0.83024624  -0.00002712  0.21082013  1
  Cu  Cu5  1  0.33024166  0.49997525  0.21081550  1
  Cu  Cu6  1  0.83044833  -0.00017881  0.78561005  1
  Cu  Cu7  1  0.33042604  0.49982593  0.78558770  1
  Ge  Ge8  1  0.16429650  -0.00007548  0.73182395  1
  Ge  Ge9  1  0.66428879  0.49994753  0.73179469  1
  Ge  Ge10  1  0.16493271  -0.00010879  0.26486074  1
  Ge  Ge11  1  0.66493542  0.49988499  0.26485956  1
",0.0323143580696614,38.0,True,True,True
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
Mg6Sn6
Spacegroup: P1
abc: 5.52 6.68 11.68
angles: 62.02 76.78 75.87
Sites (12)
Mg 0.128 0.720 0.766 1a
Mg 0.087 0.317 0.666 1a
Mg 0.487 0.760 0.975 1a
Mg 0.144 0.940 0.053 1a
Mg 0.514 0.240 0.488 1a
Mg 0.152 0.566 0.517 1a
Sn 0.304 0.840 0.335 1a
Sn 0.443 0.489 0.203 1a
Sn 0.661 0.210 0.836 1a
Sn 0.682 0.973 0.508 1a
Sn 0.950 0.713 0.241 1a
Sn 0.695 0.547 0.803 1a","# generated using pymatgen
data_MgSn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.52000000
_cell_length_b   6.68000000
_cell_length_c   11.68000000
_cell_angle_alpha   62.02000000
_cell_angle_beta   76.78000000
_cell_angle_gamma   75.87000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgSn
_chemical_formula_sum   'Mg6 Sn6'
_cell_volume   365.54257072
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.12800000  0.72000000  0.76600000  1
  Mg  Mg1  1  0.08700000  0.31700000  0.66600000  1
  Mg  Mg2  1  0.48700000  0.76000000  0.97500000  1
  Mg  Mg3  1  0.14400000  0.94000000  0.05300000  1
  Mg  Mg4  1  0.51400000  0.24000000  0.48800000  1
  Mg  Mg5  1  0.15200000  0.56600000  0.51700000  1
  Sn  Sn6  1  0.30400000  0.84000000  0.33500000  1
  Sn  Sn7  1  0.44300000  0.48900000  0.20300000  1
  Sn  Sn8  1  0.66100000  0.21000000  0.83600000  1
  Sn  Sn9  1  0.68200000  0.97300000  0.50800000  1
  Sn  Sn10  1  0.95000000  0.71300000  0.24100000  1
  Sn  Sn11  1  0.69500000  0.54700000  0.80300000  1
",7b,1,-33.572940826416016,"# generated using pymatgen
data_MgSn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.22159249
_cell_length_b   6.70166049
_cell_length_c   10.59466605
_cell_angle_alpha   66.44480839
_cell_angle_beta   74.88183275
_cell_angle_gamma   74.37020923
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgSn
_chemical_formula_sum   'Mg6 Sn6'
_cell_volume   322.32174080
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.18231266  0.68392615  0.83345560  1
  Mg  Mg1  1  0.20431401  0.22266530  0.67403919  1
  Mg  Mg2  1  0.63779706  0.58639213  1.05132280  1
  Mg  Mg3  1  0.00968765  1.06768670  0.01494967  1
  Mg  Mg4  1  0.78788700  0.23535041  0.50317465  1
  Mg  Mg5  1  0.08163915  0.74221551  0.46984205  1
  Sn  Sn6  1  0.38591451  1.19168519  0.11987726  1
  Sn  Sn7  1  0.29752868  0.40037763  0.34320210  1
  Sn  Sn8  1  0.66420374  0.05084974  0.82486978  1
  Sn  Sn9  1  0.49791650  0.89422874  0.51968370  1
  Sn  Sn10  1  0.73790993  0.72093458  0.26797255  1
  Sn  Sn11  1  0.75659638  0.52468370  0.77462374  1
",0.1475999498819988,1.0,,,
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
La2Mg6
Spacegroup: P1
abc: 5.66 5.67 9.19
angles: 89.48 89.24 60.47
Sites (8)
La 0.000 0.001 0.002 1a
La 0.000 0.000 0.499 1a
Mg 0.714 0.275 0.254 1a
Mg 0.291 0.715 0.749 1a
Mg 0.801 0.757 0.239 1a
Mg 0.197 0.246 0.760 1a
Mg 0.259 0.579 0.453 1a
Mg 0.582 0.529 0.950 1a","# generated using pymatgen
data_LaMg3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.66000000
_cell_length_b   5.67000000
_cell_length_c   9.19000000
_cell_angle_alpha   89.48000000
_cell_angle_beta   89.24000000
_cell_angle_gamma   60.47000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LaMg3
_chemical_formula_sum   'La2 Mg6'
_cell_volume   256.59192730
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.00000000  0.00100000  0.00200000  1
  La  La1  1  0.00000000  0.00000000  0.49900000  1
  Mg  Mg2  1  0.71400000  0.27500000  0.25400000  1
  Mg  Mg3  1  0.29100000  0.71500000  0.74900000  1
  Mg  Mg4  1  0.80100000  0.75700000  0.23900000  1
  Mg  Mg5  1  0.19700000  0.24600000  0.76000000  1
  Mg  Mg6  1  0.25900000  0.57900000  0.45300000  1
  Mg  Mg7  1  0.58200000  0.52900000  0.95000000  1
",7b,1,-19.882652282714844,"# generated using pymatgen
data_LaMg3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.31995910
_cell_length_b   5.21793526
_cell_length_c   7.37977823
_cell_angle_alpha   89.93639170
_cell_angle_beta   89.86778836
_cell_angle_gamma   65.87429913
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LaMg3
_chemical_formula_sum   'La2 Mg6'
_cell_volume   222.10574843
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.17570976  -0.08518742  0.11065541  1
  La  La1  1  -0.21818549  0.11204110  0.61065779  1
  Mg  Mg2  1  0.58749038  0.21002876  0.11293180  1
  Mg  Mg3  1  0.37047467  0.81645258  0.61305100  1
  Mg  Mg4  1  0.72742667  0.63896613  0.31188362  1
  Mg  Mg5  1  0.23050747  0.38734891  0.81203043  1
  Mg  Mg6  1  0.22397836  0.39035584  0.41124340  1
  Mg  Mg7  1  0.73372337  0.63628274  0.91175236  1
",0.081396222160643,4.0,True,True,True
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
Sm2Au6
Spacegroup: P1
abc: 4.60 5.57 5.84
angles: 67.46 73.85 87.64
Sites (8)
Sm 0.853 0.218 0.853 1a
Sm 0.139 0.797 0.157 1a","# generated using pymatgen
data_Sm
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.60000000
_cell_length_b   5.57000000
_cell_length_c   5.84000000
_cell_angle_alpha   67.46000000
_cell_angle_beta   73.85000000
_cell_angle_gamma   87.64000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sm
_chemical_formula_sum   Sm2
_cell_volume   132.38676628
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sm  Sm0  1  0.85300000  0.21800000  0.85300000  1
  Sm  Sm1  1  0.13900000  0.79700000  0.15700000  1
",7b,1,-9.378961563110352,"# generated using pymatgen
data_Sm
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.67060721
_cell_length_b   5.83986942
_cell_length_c   3.68745594
_cell_angle_alpha   90.69497102
_cell_angle_beta   59.86866994
_cell_angle_gamma   90.70749676
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sm
_chemical_formula_sum   Sm2
_cell_volume   68.35636234
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sm  Sm0  1  0.83621136  0.25809945  0.83361162  1
  Sm  Sm1  1  0.15525461  0.75703637  0.17620468  1
",0.029105353444824,2.0,,,
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
Sm1Hg1
Spacegroup: P1
abc: 4.41 4.41 4.41
angles: 90.00 119.24 90.00
Sites (2)
Sm 0.847 0.171 0.329 1a
Hg 0.399 0.675 0.830 1a","# generated using pymatgen
data_SmHg
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.41000000
_cell_length_b   4.41000000
_cell_length_c   4.41000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   119.24000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SmHg
_chemical_formula_sum   'Sm1 Hg1'
_cell_volume   74.83791115
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hg  Hg0  1  0.39900000  0.67500000  0.83000000  1
  Sm  Sm1  1  0.84700000  0.17100000  0.32900000  1
",7b,1,-5.968772888183594,"# generated using pymatgen
data_SmHg
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.80633799
_cell_length_b   3.77325401
_cell_length_c   3.80268962
_cell_angle_alpha   90.10571044
_cell_angle_beta   90.17181396
_cell_angle_gamma   89.96768538
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SmHg
_chemical_formula_sum   'Sm1 Hg1'
_cell_volume   54.61494641
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sm  Sm0  1  0.87226368  0.17348562  0.32809742  1
  Hg  Hg1  1  0.37432136  0.67280550  0.83045736  1
",-0.163000515341797,38.0,True,True,True
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
Th1Ga4Rh3
Spacegroup: Pm-3m
abc: 4.44 4.44 4.44
angles: 90.00 90.00 90.00
Sites (8)
Th 0.000 0.000 0.000 1a
Ga 0.710 0.500 0.500 6f
Rh 0.500 0.000 0.000 3d","# generated using pymatgen
data_Th(Ga2Rh)3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.44000000
_cell_length_b   4.44000000
_cell_length_c   4.44000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Th(Ga2Rh)3
_chemical_formula_sum   'Th1 Ga6 Rh3'
_cell_volume   87.52838400
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ga  Ga0  1  0.71000000  0.50000000  0.50000000  1
  Ga  Ga1  1  -0.71000000  0.50000000  0.50000000  1
  Ga  Ga2  1  0.50000000  0.71000000  0.50000000  1
  Ga  Ga3  1  0.50000000  -0.71000000  0.50000000  1
  Ga  Ga4  1  0.50000000  0.50000000  0.71000000  1
  Ga  Ga5  1  0.50000000  0.50000000  -0.71000000  1
  Rh  Rh6  1  0.50000000  0.00000000  0.00000000  1
  Rh  Rh7  1  0.00000000  0.50000000  0.00000000  1
  Rh  Rh8  1  0.00000000  0.00000000  0.50000000  1
  Th  Th9  1  0.00000000  0.00000000  0.00000000  1
",7b,1,-46.21628952026367,"# generated using pymatgen
data_Th(Ga2Rh)3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.78180122
_cell_length_b   5.78163052
_cell_length_c   5.78172970
_cell_angle_alpha   90.00002305
_cell_angle_beta   90.00018735
_cell_angle_gamma   90.00000874
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Th(Ga2Rh)3
_chemical_formula_sum   'Th1 Ga6 Rh3'
_cell_volume   193.27303867
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Th  Th0  1  0.00000002  -0.00000016  -0.00000048  1
  Ga  Ga1  1  0.80897482  0.49999435  0.49999161  1
  Ga  Ga2  1  0.19102660  0.50000156  0.49999336  1
  Ga  Ga3  1  0.49999812  0.80894974  0.50000527  1
  Ga  Ga4  1  0.49999568  0.19105068  0.49999591  1
  Ga  Ga5  1  0.50000285  0.49999649  0.80893351  1
  Ga  Ga6  1  0.50000625  0.50001298  0.19105997  1
  Rh  Rh7  1  0.50000029  0.00000061  0.00000261  1
  Rh  Rh8  1  0.00000073  0.49999984  -0.00000181  1
  Rh  Rh9  1  0.00000008  -0.00000076  0.50000033  1
",0.7895171907606686,221.0,,,
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
Lu4Zn4Co8
Spacegroup: Cm
abc: 8.36 5.04 6.78
angles: 90.00 99.72 90.00
Sites (16)
Lu 0.456 0.000 0.703 2a
Lu 0.977 0.000 0.199 2a
Zn 0.072 0.000 0.798 2a
Zn 0.553 0.000 0.299 2a
Co 0.256 0.753 0.001 4b
Co 0.249 0.000 0.762 2a
Co 0.759 0.000 0.277 2a","# generated using pymatgen
data_LuZnCo2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.36000000
_cell_length_b   5.04000000
_cell_length_c   6.78000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   99.72000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LuZnCo2
_chemical_formula_sum   'Lu4 Zn4 Co8'
_cell_volume   281.57030581
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Co  Co0  1  0.25600000  0.75300000  0.00100000  1
  Co  Co1  1  0.25600000  -0.75300000  0.00100000  1
  Co  Co2  1  0.75600000  1.25300000  0.00100000  1
  Co  Co3  1  0.75600000  -0.25300000  0.00100000  1
  Co  Co4  1  0.24900000  -0.00000000  0.76200000  1
  Co  Co5  1  0.74900000  0.50000000  0.76200000  1
  Co  Co6  1  0.75900000  -0.00000000  0.27700000  1
  Co  Co7  1  0.25900000  0.50000000  0.27700000  1
  Lu  Lu8  1  0.45600000  -0.00000000  0.70300000  1
  Lu  Lu9  1  0.95600000  0.50000000  0.70300000  1
  Lu  Lu10  1  0.97700000  0.00000000  0.19900000  1
  Lu  Lu11  1  0.47700000  0.50000000  0.19900000  1
  Zn  Zn12  1  0.07200000  -0.00000000  0.79800000  1
  Zn  Zn13  1  0.57200000  0.50000000  0.79800000  1
  Zn  Zn14  1  0.55300000  -0.00000000  0.29900000  1
  Zn  Zn15  1  0.05300000  0.50000000  0.29900000  1
",7b,1,-82.70367431640625,"# generated using pymatgen
data_LuZnCo2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.63064761
_cell_length_b   4.84714616
_cell_length_c   6.01399580
_cell_angle_alpha   81.55524730
_cell_angle_beta   90.15625533
_cell_angle_gamma   90.09055162
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LuZnCo2
_chemical_formula_sum   'Lu4 Zn4 Co8'
_cell_volume   248.86070843
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Lu  Lu0  1  0.58030941  0.03885468  0.78651726  1
  Lu  Lu1  1  1.08031189  0.53885046  0.78651317  1
  Lu  Lu2  1  1.07980369  -0.03955486  0.22720763  1
  Lu  Lu3  1  0.57980134  0.46046421  0.22720210  1
  Zn  Zn4  1  -0.08753804  0.05491542  0.66629409  1
  Zn  Zn5  1  0.41245796  0.55489838  0.66628663  1
  Zn  Zn6  1  0.41233467  -0.05580198  0.34579139  1
  Zn  Zn7  1  -0.08767107  0.44419839  0.34579358  1
  Co  Co8  1  0.32001808  0.75009234  0.00575159  1
  Co  Co9  1  0.31910926  0.24934739  0.00589267  1
  Co  Co10  1  0.82000711  0.25008214  0.00571754  1
  Co  Co11  1  0.81910118  0.74937313  0.00588917  1
  Co  Co12  1  0.24730356  0.07265234  0.66980940  1
  Co  Co13  1  0.74732130  0.57266194  0.66983619  1
  Co  Co14  1  0.74505102  -0.07264423  0.34102715  1
  Co  Co15  1  0.24506250  0.42734356  0.34100866  1
",0.092627904599623,1.0,True,True,True
