gen_str,cif,model_name,spacegroup_number,relaxed_energy,relaxed_cif,e_above_hull,actual_spacegroup
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
 Al4Ni4
Spacegroup: P1
abc: 3.60 4.56 7.63
angles: 86.81 89.02 89.76
Sites (8)
Al 0.880 0.912 0.249 1a
Al 0.878 0.412 0.749 1a
Al 0.420 0.862 0.749 1a
Al 0.418 0.362 0.249 1a
Ni 0.758 0.749 0.973 1a
Ni 0.763 0.249 0.476 1a
Ni 0.754 0.749 0.527 1a
Ni 0.762 0.249 0.025 1a","# generated using pymatgen
data_AlNi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.60000000
_cell_length_b   4.56000000
_cell_length_c   7.63000000
_cell_angle_alpha   86.81000000
_cell_angle_beta   89.02000000
_cell_angle_gamma   89.76000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlNi
_chemical_formula_sum   'Al4 Ni4'
_cell_volume   125.04104743
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.88000000  0.91200000  0.24900000  1
  Al  Al1  1  0.87800000  0.41200000  0.74900000  1
  Al  Al2  1  0.42000000  0.86200000  0.74900000  1
  Al  Al3  1  0.41800000  0.36200000  0.24900000  1
  Ni  Ni4  1  0.75800000  0.74900000  0.97300000  1
  Ni  Ni5  1  0.76300000  0.24900000  0.47600000  1
  Ni  Ni6  1  0.75400000  0.74900000  0.52700000  1
  Ni  Ni7  1  0.76200000  0.24900000  0.02500000  1
",7b,1,-43.34909057617188,"# generated using pymatgen
data_AlNi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.89095361
_cell_length_b   5.76436002
_cell_length_c   5.78244467
_cell_angle_alpha   89.99452471
_cell_angle_beta   89.96771750
_cell_angle_gamma   90.16863201
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlNi
_chemical_formula_sum   'Al4 Ni4'
_cell_volume   96.36110119
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  1.20521081  0.94395890  0.24840149  1
  Al  Al1  1  1.20618976  0.44371318  0.74835133  1
  Al  Al2  1  0.20327523  0.94208370  0.75098100  1
  Al  Al3  1  0.20180758  0.44220834  0.25084830  1
  Ni  Ni4  1  0.70413302  0.69170855  1.00032088  1
  Ni  Ni5  1  0.70331721  0.19138944  0.50041471  1
  Ni  Ni6  1  0.70498382  0.69461674  0.49883074  1
  Ni  Ni7  1  0.70408258  0.19432115  -0.00114847  1
",0.0030599279785148,11
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
 In1Ga1
Spacegroup: P1
abc: 4.68 4.68 4.68
angles: 89.90 89.94 89.78
Sites (2)
In 0.011 0.997 0.000 1a
Ga 0.508 0.514 0.484 1a","# generated using pymatgen
data_InGa
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.68000000
_cell_length_b   4.68000000
_cell_length_c   4.68000000
_cell_angle_alpha   89.90000000
_cell_angle_beta   89.94000000
_cell_angle_gamma   89.78000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   InGa
_chemical_formula_sum   'In1 Ga1'
_cell_volume   102.50226477
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ga  Ga0  1  0.50800000  0.51400000  0.48400000  1
  In  In1  1  0.01100000  0.99700000  0.00000000  1
",7b,1,-5.6503987312316895,"# generated using pymatgen
data_InGa
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.60151190
_cell_length_b   3.59733563
_cell_length_c   3.59788753
_cell_angle_alpha   90.12546767
_cell_angle_beta   89.89730074
_cell_angle_gamma   89.82142716
_symmetry_Int_Tables_number   1
_chemical_formula_structural   InGa
_chemical_formula_sum   'In1 Ga1'
_cell_volume   46.61326716
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ga  Ga0  1  0.50853376  0.51139001  0.48644401  1
  In  In1  1  0.01046624  0.99960999  -0.00244401  1
",0.0646905106341551,8
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
 In2Cu6
Spacegroup: P1
abc: 4.04 5.31 5.66
angles: 60.58 77.65 79.01
Sites (8)
In 0.001 0.001 0.997 1a
In 0.500 0.497 0.500 1a","# generated using pymatgen
data_In
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.04000000
_cell_length_b   5.31000000
_cell_length_c   5.66000000
_cell_angle_alpha   60.58000000
_cell_angle_beta   77.65000000
_cell_angle_gamma   79.01000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   In
_chemical_formula_sum   In2
_cell_volume   102.79121207
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.00100000  0.00100000  0.99700000  1
  In  In1  1  0.50000000  0.49700000  0.50000000  1
",7b,1,-5.438192367553711,"# generated using pymatgen
data_In
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.36653585
_cell_length_b   3.51829505
_cell_length_c   4.61105959
_cell_angle_alpha   89.06012136
_cell_angle_beta   88.77707645
_cell_angle_gamma   85.47440785
_symmetry_Int_Tables_number   1
_chemical_formula_structural   In
_chemical_formula_sum   In2
_cell_volume   54.42692173
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.00080618  -0.00114812  0.99849548  1
  In  In1  1  0.50019382  0.49914812  0.49850452  1
",0.0325875462231444,12
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
 Al1Cu1
Spacegroup: P1
abc: 2.54 2.54 3.78
angles: 71.23 71.23 89.99
Sites (2)
Al 0.250 0.747 0.002 1a
Cu 0.749 0.249 0.998 1a","# generated using pymatgen
data_AlCu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.54000000
_cell_length_b   2.54000000
_cell_length_c   3.78000000
_cell_angle_alpha   71.23000000
_cell_angle_beta   71.23000000
_cell_angle_gamma   89.99000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlCu
_chemical_formula_sum   'Al1 Cu1'
_cell_volume   21.71631039
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.25000000  0.74700000  0.00200000  1
  Cu  Cu1  1  0.74900000  0.24900000  0.99800000  1
",7b,1,-8.134310722351074,"# generated using pymatgen
data_AlCu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.96459809
_cell_length_b   3.43456803
_cell_length_c   2.74356461
_cell_angle_alpha   90.15140071
_cell_angle_beta   46.42286047
_cell_angle_gamma   91.15804439
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlCu
_chemical_formula_sum   'Al1 Cu1'
_cell_volume   27.05525316
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.24935696  0.74803225  0.00025044  1
  Cu  Cu1  1  0.74964304  0.24796774  0.99974955  1
",0.0686638368244629,47
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
 In4
Spacegroup: P1
abc: 3.64 3.64 14.93
angles: 89.94 89.92 60.11
Sites (4)
In 0.260 0.155 0.087 1a
In 0.732 0.011 0.387 1a
In 0.244 0.194 0.755 1a
In 0.787 0.439 0.597 1a","# generated using pymatgen
data_In
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.64000000
_cell_length_b   3.64000000
_cell_length_c   14.93000000
_cell_angle_alpha   89.94000000
_cell_angle_beta   89.92000000
_cell_angle_gamma   60.11000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   In
_chemical_formula_sum   In4
_cell_volume   171.50353167
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.26000000  0.15500000  0.08700000  1
  In  In1  1  0.73200000  0.01100000  0.38700000  1
  In  In2  1  0.24400000  0.19400000  0.75500000  1
  In  In3  1  0.78700000  0.43900000  0.59700000  1
",7b,1,-10.826608657836914,"# generated using pymatgen
data_In
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.32298156
_cell_length_b   3.34617982
_cell_length_c   11.59306381
_cell_angle_alpha   88.47170236
_cell_angle_beta   86.02697095
_cell_angle_gamma   59.64344506
_symmetry_Int_Tables_number   1
_chemical_formula_structural   In
_chemical_formula_sum   In4
_cell_volume   110.96067298
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.25694376  0.15628764  0.09141033  1
  In  In1  1  0.73442890  -0.00234566  0.33475084  1
  In  In2  1  0.30142551  0.16440086  0.82213347  1
  In  In3  1  0.73020184  0.48065716  0.57770536  1
",0.0450315655407713,1
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
 Al4Ni4
Spacegroup: P1
abc: 3.85 3.88 7.66
angles: 88.91 89.57 61.39
Sites (8)
Al 0.250 0.751 0.793 1a
Al 0.750 0.249 0.208 1a
Al 0.750 0.249 0.709 1a
Al 0.250 0.750 0.207 1a
Ni 0.250 0.750 0.998 1a
Ni 0.249 0.749 0.502 1a
Ni 0.751 0.250 0.999 1a
Ni 0.751 0.250 0.501 1a","# generated using pymatgen
data_AlNi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.85000000
_cell_length_b   3.88000000
_cell_length_c   7.66000000
_cell_angle_alpha   88.91000000
_cell_angle_beta   89.57000000
_cell_angle_gamma   61.39000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlNi
_chemical_formula_sum   'Al4 Ni4'
_cell_volume   100.43536565
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.25000000  0.75100000  0.79300000  1
  Al  Al1  1  0.75000000  0.24900000  0.20800000  1
  Al  Al2  1  0.75000000  0.24900000  0.70900000  1
  Al  Al3  1  0.25000000  0.75000000  0.20700000  1
  Ni  Ni4  1  0.25000000  0.75000000  0.99800000  1
  Ni  Ni5  1  0.24900000  0.74900000  0.50200000  1
  Ni  Ni6  1  0.75100000  0.25000000  0.99900000  1
  Ni  Ni7  1  0.75100000  0.25000000  0.50100000  1
",7b,1,-41.55484390258789,"# generated using pymatgen
data_AlNi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.07065210
_cell_length_b   3.16361900
_cell_length_c   10.41038537
_cell_angle_alpha   90.03849048
_cell_angle_beta   89.99089257
_cell_angle_gamma   90.17918507
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlNi
_chemical_formula_sum   'Al4 Ni4'
_cell_volume   101.12985108
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.24892365  0.74868033  0.81952243  1
  Al  Al1  1  0.75126208  0.25080315  0.15973842  1
  Al  Al2  1  0.74882722  0.24857484  0.65988696  1
  Al  Al3  1  0.25147523  0.75090495  0.31933830  1
  Ni  Ni4  1  0.25121364  0.75023885  1.06306090  1
  Ni  Ni5  1  0.24903365  0.74823609  0.56305683  1
  Ni  Ni6  1  0.74898813  0.24924755  0.91621387  1
  Ni  Ni7  1  0.75127640  0.25131424  0.41618233  1
",0.2273407621765137,14
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
 In4Pd4
Spacegroup: P1
abc: 3.97 3.97 13.13
angles: 89.88 89.76 60.44
Sites (8)
In 0.125 0.125 0.625 1a
In 0.875 0.875 0.124 1a
In 0.625 0.626 0.376 1a
In 0.375 0.375 0.876 1a
Pd 0.250 0.249 0.250 1a
Pd 0.750 0.750 0.750 1a
Pd 0.500 0.499 0.999 1a
Pd 0.000 0.001 0.501 1a","# generated using pymatgen
data_InPd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.97000000
_cell_length_b   3.97000000
_cell_length_c   13.13000000
_cell_angle_alpha   89.88000000
_cell_angle_beta   89.76000000
_cell_angle_gamma   60.44000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   InPd
_chemical_formula_sum   'In4 Pd4'
_cell_volume   180.00355474
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.12500000  0.12500000  0.62500000  1
  In  In1  1  0.87500000  0.87500000  0.12400000  1
  In  In2  1  0.62500000  0.62600000  0.37600000  1
  In  In3  1  0.37500000  0.37500000  0.87600000  1
  Pd  Pd4  1  0.25000000  0.24900000  0.25000000  1
  Pd  Pd5  1  0.75000000  0.75000000  0.75000000  1
  Pd  Pd6  1  0.50000000  0.49900000  0.99900000  1
  Pd  Pd7  1  0.00000000  0.00100000  0.50100000  1
",7b,1,-35.07052993774414,"# generated using pymatgen
data_InPd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.45586056
_cell_length_b   4.44866139
_cell_length_c   9.62153860
_cell_angle_alpha   77.00132276
_cell_angle_beta   76.99130532
_cell_angle_gamma   59.38527488
_symmetry_Int_Tables_number   1
_chemical_formula_structural   InPd
_chemical_formula_sum   'In4 Pd4'
_cell_volume   158.53727958
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.12731980  0.12596907  0.61470808  1
  In  In1  1  0.95589863  0.95662884  0.13216170  1
  In  In2  1  0.54400278  0.54335447  0.36808471  1
  In  In3  1  0.37273647  0.37396716  0.88554384  1
  Pd  Pd4  1  0.24996532  0.25008536  0.25012760  1
  Pd  Pd5  1  0.74999302  0.74999572  0.75012538  1
  Pd  Pd6  1  0.65131579  0.65338087  1.04911137  1
  Pd  Pd7  1  -0.15123182  -0.15338151  0.45113732  1
",0.0774145127819823,2
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
 Al4
Spacegroup: P1
abc: 3.33 3.35 13.25
angles: 87.53 86.97 63.22
Sites (4)
Al 0.375 0.403 0.875 1a
Al 0.875 0.928 0.750 1a
Al 0.375 0.403 0.375 1a
Al 0.875 0.928 0.125 1a","# generated using pymatgen
data_Al
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.33000000
_cell_length_b   3.35000000
_cell_length_c   13.25000000
_cell_angle_alpha   87.53000000
_cell_angle_beta   86.97000000
_cell_angle_gamma   63.22000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al
_chemical_formula_sum   Al4
_cell_volume   131.74140482
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.37500000  0.40300000  0.87500000  1
  Al  Al1  1  0.87500000  0.92800000  0.75000000  1
  Al  Al2  1  0.37500000  0.40300000  0.37500000  1
  Al  Al3  1  0.87500000  0.92800000  0.12500000  1
",7b,1,-14.966617584228516,"# generated using pymatgen
data_Al
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.84939915
_cell_length_b   2.84960161
_cell_length_c   9.90552668
_cell_angle_alpha   73.66157698
_cell_angle_beta   73.71482693
_cell_angle_gamma   60.00275935
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al
_chemical_formula_sum   Al4
_cell_volume   65.89079250
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.37262782  0.40876998  0.90794776  1
  Al  Al1  1  0.86847018  0.91154733  0.65787066  1
  Al  Al2  1  0.37920491  0.42435365  0.40408603  1
  Al  Al3  1  0.87969710  0.91732904  0.15509555  1
",0.003921433942871,1
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
 Al4
Spacegroup: P1
abc: 3.81 3.82 6.09
angles: 106.95 90.37 118.24
Sites (4)
Al 0.482 0.445 0.198 1a
Al 0.021 0.935 0.188 1a
Al 0.022 0.934 0.785 1a
Al 0.483 0.446 0.791 1a","# generated using pymatgen
data_Al
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.81000000
_cell_length_b   3.82000000
_cell_length_c   6.09000000
_cell_angle_alpha   106.95000000
_cell_angle_beta   90.37000000
_cell_angle_gamma   118.24000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al
_chemical_formula_sum   Al4
_cell_volume   73.58830106
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.48200000  0.44500000  0.19800000  1
  Al  Al1  1  0.02100000  0.93500000  0.18800000  1
  Al  Al2  1  0.02200000  0.93400000  0.78500000  1
  Al  Al3  1  0.48300000  0.44600000  0.79100000  1
",7b,1,-14.96766471862793,"# generated using pymatgen
data_Al
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.04389579
_cell_length_b   4.02864842
_cell_length_c   5.71594058
_cell_angle_alpha   134.86296560
_cell_angle_beta   90.27011351
_cell_angle_gamma   89.94585132
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al
_chemical_formula_sum   Al4
_cell_volume   66.00259001
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.50089622  0.44266015  0.24244550  1
  Al  Al1  1  -0.00009082  0.94487207  0.24081555  1
  Al  Al2  1  0.00326672  0.93735969  0.73860949  1
  Al  Al3  1  0.50392787  0.43510808  0.74012946  1
",0.0036596503430175,2
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
 Al2
Spacegroup: P1
abc: 2.71 2.71 5.72
angles: 71.52 71.49 60.76
Sites (2)
Al 0.342 0.344 0.345 1a
Al 0.659 0.659 0.665 1a","# generated using pymatgen
data_Al
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.71000000
_cell_length_b   2.71000000
_cell_length_c   5.72000000
_cell_angle_alpha   71.52000000
_cell_angle_beta   71.49000000
_cell_angle_gamma   60.76000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al
_chemical_formula_sum   Al2
_cell_volume   34.08750126
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.34200000  0.34400000  0.34500000  1
  Al  Al1  1  0.65900000  0.65900000  0.66500000  1
",7b,1,-7.413476943969727,"# generated using pymatgen
data_Al
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.84428675
_cell_length_b   2.84512851
_cell_length_c   4.71855537
_cell_angle_alpha   90.48085721
_cell_angle_beta   90.72416678
_cell_angle_gamma   60.17709485
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al
_chemical_formula_sum   Al2
_cell_volume   33.12464470
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.33370795  0.33660234  0.25498953  1
  Al  Al1  1  0.66729205  0.66639766  0.75501047  1
",0.0388373580151366,63
"Below is a description of a bulk material. The spacegroup number is 1. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
 Al4
Spacegroup: P1
abc: 4.20 4.21 4.21
angles: 89.73 89.99 89.72
Sites (4)
Al 0.003 0.002 0.005 1a
Al 0.503 0.498 0.496 1a
Al 0.997 0.499 0.498 1a
Al 0.497 0.001 0.502 1a","# generated using pymatgen
data_Al
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.20000000
_cell_length_b   4.21000000
_cell_length_c   4.21000000
_cell_angle_alpha   89.73000000
_cell_angle_beta   89.99000000
_cell_angle_gamma   89.72000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al
_chemical_formula_sum   Al4
_cell_volume   74.43950371
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.00300000  0.00200000  0.00500000  1
  Al  Al1  1  0.50300000  0.49800000  0.49600000  1
  Al  Al2  1  0.99700000  0.49900000  0.49800000  1
  Al  Al3  1  0.49700000  0.00100000  0.50200000  1
",7b,1,-14.966214179992676,"# generated using pymatgen
data_Al
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.97229938
_cell_length_b   4.94086374
_cell_length_c   2.85143524
_cell_angle_alpha   73.28433666
_cell_angle_beta   90.18627670
_cell_angle_gamma   79.83045160
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al
_chemical_formula_sum   Al4
_cell_volume   65.92973741
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  -0.12495408  -0.00121692  0.00126668  1
  Al  Al1  1  0.62552755  0.49852740  0.26317952  1
  Al  Al2  1  1.12518877  0.50163213  0.74355894  1
  Al  Al3  1  0.37423777  0.00105739  0.49299487  1
",0.0040222850018309,1
